cor
Branca
Branca
Branca
Branca
Preta
Preta
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
Branca
Preta
Preta
Amarela
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Preta
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
Branca
Branca
Branca
Preta
Preta
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
""
Branca
Parda
Parda
Parda
Parda
Parda
Parda
""
Branca
Branca
Preta
Preta
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Amarela
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Parda
Parda
""
""
""
""
""
""
""
""
Branca
Branca
Preta
Preta
Preta
Amarela
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Amarela
Amarela
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Amarela
Amarela
Amarela
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Preta
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Amarela
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Amarela
""
""
""
""
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Amarela
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Preta
Preta
Amarela
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Amarela
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Amarela
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Indígena
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Amarela
Amarela
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
""
""
""
""
""
""
""
""
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
