NU_ANO,NT_GER,NT_FG,NT_CE_D1,NT_CE_D2,NT_CE_D3
2021,5.6,22.5,0,0,0
2021,5.6,22.5,0,0,0
2021,5.6,0,0,0,0
2021,5.6,22.5,0,0,0
2021,5.6,0,0,0,0
2021,5.6,0,0,0,0
2021,5.6,0,0,0,0
2021,5.6,0,0,0,0
2021,5.7,19,25,0,0
2021,5.7,8.5,10,0,0
2021,5.7,10.1,10,0,0
2021,5.7,10.1,10,0,0
2021,5.7,18.4,30,0,0
2021,5.7,4,45,50,30
2021,5.7,11.7,0,0,0
2021,5.7,5.2,50,0,0
2021,5.7,11.5,0,0,0
2021,5.8,0,0,0,0
2021,5.8,7.5,20,0,10
2021,5.8,7.5,20,10,0
2021,5.8,8.5,10,15,0
2021,5.8,9.5,0,0,0
2021,5.8,15,55,0,0
2021,5.8,0,0,0,0
2021,5.8,9.5,0,0,0
2021,5.8,23,0,0,0
2021,5.8,8,0,10,0
2021,5.8,9.5,0,10,0
2021,5.8,10.4,10,60,15
2021,5.8,5.6,35,0,10
2021,5.8,20.2,0,20,0
2021,5.8,9.5,0,0,0
2021,5.8,0,0,0,0
2021,5.8,0,0,0,0
2021,5.8,0,40,30,10
2021,5.8,1,0,0,0
2021,5.8,7.5,0,0,30
2021,5.9,23.5,0,0,0
2021,5.9,0,0,0,10
2021,5.9,11.1,0,0,0
2021,5.9,23.4,0,0,0
2021,5.9,10.8,0,0,0
2021,5.9,19.8,0,0,25
2021,5.9,0,10,0,0
2021,5.9,10,0,0,0
2021,5.9,7.5,0,15,0
2021,5.9,6.6,15,5,20
2021,5.9,10.1,0,0,0
2021,5.9,7.5,0,0,15
2021,5.9,10.1,0,0,0
2021,5.9,0,0,0,10
2021,5.9,0,0,0,10
2021,5.9,0,0,0,10
2021,6,8.5,0,20,0
2021,6,6.6,10,15,0
2021,6,7.6,0,20,0
2021,6,9.6,70,15,10
2021,6,16.6,20,0,30
2021,6,9.1,10,15,0
2021,6,8.2,30,0,0
2021,6,23.8,0,0,0
2021,6,11.3,10,0,0
2021,6,12.7,0,0,0
2021,6,4,50,0,10
2021,6,11.7,0,0,0
2021,6,23.8,0,0,0
2021,6,0,25,45,0
2021,6,3.4,0,45,0
2021,6,1.6,0,0,0
2021,6,10,20,0,0
2021,6,15,10,0,50
2021,6,7.5,0,20,0
2021,6,7.6,50,20,40
2021,6,1.6,0,0,0
2021,6.1,0,0,0,0
2021,6.1,12.9,20,30,25
2021,6.1,2,0,0,0
2021,6.1,10.7,0,0,0
2021,6.1,12.1,0,0,0
2021,6.1,0,0,0,0
2021,6.1,0,0,0,0
2021,6.1,11.9,0,0,0
2021,6.1,8.2,20,5,10
2021,6.1,6.8,20,25,0
2021,6.1,20,20,0,0
2021,6.1,11.9,0,0,0
2021,6.1,0,15,70,0
2021,6.1,0,0,0,0
2021,6.1,0,0,0,0
2021,6.1,0,0,0,0
2021,6.1,0,0,0,0
2021,6.1,0,0,0,0
2021,6.1,0,0,0,15
2021,6.1,0,0,10,5
2021,6.1,10.1,0,0,20
2021,6.1,2.2,0,0,0
2021,6.1,19,20,5,10
2021,6.1,0,0,0,0
2021,6.1,24.2,0,0,0
2021,6.2,19.4,10,25,0
2021,6.2,9.6,35,45,20
2021,6.2,7.5,0,25,0
2021,6.2,2.6,0,0,0
2021,6.2,5.8,0,25,25
2021,6.2,7.5,35,0,5
2021,6.2,11.3,0,0,0
2021,6.2,3.6,0,0,0
2021,6.2,8.9,0,15,0
2021,6.2,9.9,25,0,0
2021,6.2,1,0,0,10
2021,6.2,3.6,0,0,0
2021,6.2,17.7,0,15,30
2021,6.2,11.2,60,10,20
2021,6.2,22.5,0,5,10
2021,6.2,11.3,0,0,0
2021,6.2,9.7,0,0,15
2021,6.2,1.6,0,0,0
2021,6.2,12.5,0,0,0
2021,6.2,7.5,0,25,0
2021,6.3,11.8,0,0,0
2021,6.3,10,0,25,0
2021,6.3,10.9,0,0,10
2021,6.3,15,0,0,0
2021,6.3,4.6,0,30,15
2021,6.3,6.4,0,40,0
2021,6.3,1,0,0,0
2021,6.3,11.7,0,0,0
2021,6.3,2.2,80,0,0
2021,6.3,7.4,40,5,0
2021,6.3,25.2,0,0,0
2021,6.3,9.5,20,10,0
2021,6.4,9.5,25,0,0
2021,6.4,0,0,0,0
2021,6.4,0,0,0,0
2021,6.4,0,0,0,0
2021,6.4,13.1,0,0,0
2021,6.4,11.3,20,0,0
2021,6.4,3.8,25,30,0
2021,6.4,0,0,0,0
2021,6.4,6,10,30,0
2021,6.4,11.3,20,0,0
2021,6.4,7.5,0,30,0
2021,6.4,11.1,0,15,0
2021,6.4,0,0,0,0
2021,6.4,15.8,65,0,0
2021,6.4,0,0,0,0
2021,6.4,3.2,0,0,0
2021,6.4,25.6,0,0,0
2021,6.4,25.4,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,13.8,0,0,0
2021,6.5,12.9,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,16,30,20,15
2021,6.5,15,0,0,0
2021,6.5,11,10,45,45
2021,6.5,15,0,0,0
2021,6.5,8.5,30,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,11.9,10,0,10
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,13.1,0,0,0
2021,6.5,15,0,0,0
2021,6.5,11.9,10,0,10
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.5,3.8,0,0,0
2021,6.5,15,0,0,0
2021,6.5,2.4,10,0,0
2021,6.5,15,0,0,0
2021,6.5,0.6,10,0,10
2021,6.5,15,0,0,0
2021,6.5,15,0,0,0
2021,6.6,26.4,0,0,0
2021,6.6,13.3,0,0,0
2021,6.6,5.8,0,30,15
2021,6.6,8.9,10,15,0
2021,6.6,15,0,0,0
