NU_ANO;CO_CURSO;CO_IES;CO_CATEGAD;CO_ORGACAD;CO_GRUPO;CO_MODALIDADE;CO_MUNIC_CURSO;CO_UF_CURSO;CO_REGIAO_CURSO;NU_ANO;NT_GER;NT_FG;NT_CE_D1;NT_CE_D2;NT_CE_D3;TP_SEXO;NU_IDADE;QE_I01;QE_I02;QE_I04;QE_I05;QE_I08;QE_I10;QE_I11;QE_I14;QE_I15;QE_I23;QE_I25;QE_I26
2021;310;3;1;10028;3001;1;2806701;28;2;2021;8.3;7.8;0;0;0;F;19;A;D;B;B;B;A;A;A;A;B;A;A
2021;310;3;1;10028;3001;1;2806701;28;2;2021;8.3;10.5;0;45;15;F;19;A;D;B;C;B;A;A;A;C;C;C;A
2021;310;3;1;10028;3001;1;2806701;28;2;2021;8.3;12.7;0;15;30;F;19;A;D;C;D;B;A;A;A;C;C;E;A
2021;310;3;1;10028;3001;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;D;C;D;B;B;A;A;D;C;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;7.5;5;0;20;F;19;A;A;A;A;A;A;A;A;A;A;A;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;A;A;A;A;A;A;A;A;A;A;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;11.4;35;60;50;F;19;A;A;A;B;A;A;A;A;A;A;A;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;7.5;0;0;0;F;19;A;A;B;B;A;A;A;A;A;B;A;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;7.5;0;0;0;F;19;A;A;B;B;A;A;A;A;A;B;A;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;7.5;0;0;0;F;19;A;A;B;B;A;A;A;A;A;B;B;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;15.1;0;30;0;F;19;A;A;B;B;A;A;A;A;A;B;B;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;7.5;0;0;0;F;19;A;A;B;B;A;A;A;A;A;B;C;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;A;B;B;A;A;A;A;A;B;C;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;A;B;B;A;A;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;A;B;B;A;A;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;A;B;B;A;A;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;A;B;B;A;A;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;A;B;B;A;A;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;A;B;B;A;A;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;B;C;B;A;A;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;B;C;B;A;A;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;B;C;C;A;A;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;7.5;0;0;0;F;19;A;B;C;C;A;A;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;30;45;0;F;19;A;B;C;C;A;B;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;B;C;D;A;B;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;25;35;15;F;19;A;B;C;D;B;B;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;B;C;D;B;B;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;B;C;D;B;B;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;10.1;0;0;5;F;19;A;B;C;D;B;C;A;A;A;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;22;0;0;0;F;19;A;D;D;D;B;C;A;A;B;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;D;D;D;B;C;A;A;C;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;20.4;10;75;0;F;19;A;D;D;D;B;C;A;A;C;B;E;A
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;D;D;D;B;C;A;A;C;C;E;F
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;19;A;D;D;D;B;C;A;A;D;C;E;F
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;4.2;0;0;15;F;19;A;D;D;D;B;D;A;A;D;C;E;F
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;20;A;D;D;D;B;D;A;A;D;C;E;F
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;7.5;0;0;0;F;20;A;D;D;D;B;D;A;A;D;C;E;F
2021;311;3;1;10028;2402;1;2806701;28;2;2021;8.3;0;0;0;0;F;20;A;D;D;D;B;D;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.3;0;0;0;0;F;20;A;A;A;A;A;A;A;A;A;A;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.3;0;0;0;0;F;20;A;A;A;A;A;A;A;A;A;A;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.3;0;0;0;0;F;20;A;A;A;A;A;A;A;A;A;A;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.3;0;0;0;0;F;20;A;A;A;A;A;A;A;A;A;A;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.3;7.5;0;25;0;F;20;A;A;A;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.3;0;0;0;0;F;20;A;A;A;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.3;0;0;0;0;F;20;A;A;A;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.3;11.1;0;0;0;F;20;A;A;A;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.3;9.5;10;0;0;F;20;A;A;A;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.3;0;0;0;0;F;20;A;A;A;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;0;0;45;0;F;20;A;A;A;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;A;A;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;0;0;45;0;F;20;A;A;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;21.2;0;0;0;F;20;A;A;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;2.4;25;25;10;F;20;A;B;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;21.4;0;0;0;F;20;A;B;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;B;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;21;50;15;20;F;20;A;B;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;15.3;50;0;0;F;20;A;B;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;B;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;33.6;0;0;0;F;20;A;B;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;6.8;0;0;0;F;20;A;B;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;9.1;0;0;0;F;20;A;B;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;B;B;A;A;A;A;A;B;A;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;B;B;A;A;A;A;A;B;B;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;6.8;0;0;0;F;20;A;D;B;B;A;A;A;A;A;B;B;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;10.1;10;55;0;F;20;A;D;B;C;A;A;A;A;A;B;C;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;16;15;20;10;F;20;A;D;B;C;A;A;A;A;A;B;C;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;11.5;0;0;0;F;20;A;D;B;C;A;A;A;A;B;B;C;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.4;0;0;0;F;20;A;D;B;C;A;A;A;A;B;B;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;7.5;50;45;5;F;20;A;D;B;C;A;A;A;A;B;B;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;9.9;10;0;0;F;20;A;D;B;C;A;A;A;A;C;B;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;30.6;0;20;0;F;20;A;D;B;C;A;A;A;A;C;B;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;1.4;0;35;0;F;20;A;D;B;C;A;A;A;A;C;B;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;19;0;15;0;F;20;A;D;B;C;A;A;A;A;C;B;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;12.1;0;0;0;F;20;A;D;B;D;A;A;A;A;C;B;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;4.6;10;35;0;F;20;A;D;B;D;A;A;A;A;C;C;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;B;D;A;A;A;A;C;C;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;B;D;A;B;A;A;C;C;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;B;D;A;B;A;A;C;C;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;B;D;A;B;A;A;C;C;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;C;D;A;B;A;A;C;C;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;C;D;B;B;A;A;D;C;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;C;D;B;C;A;A;D;C;E;A
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;11.2;0;0;0;F;20;A;D;C;D;B;C;A;A;D;C;E;E
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;2.4;0;0;30;F;20;A;D;C;D;B;C;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;C;D;B;C;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;C;D;B;C;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;22.5;0;0;0;F;20;A;D;D;D;B;C;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;5.8;25;0;10;F;20;A;D;D;D;B;C;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;15.1;20;0;30;F;20;A;D;D;D;B;D;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;7;20;0;10;F;20;A;D;D;D;B;D;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.4;0;0;45;0;F;20;A;D;D;D;B;D;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;10.1;0;10;0;F;20;A;D;D;D;B;D;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;15.1;0;0;0;F;20;A;D;D;D;B;D;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;2.6;40;75;20;F;20;A;D;D;D;B;D;A;A;D;C;E;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;23;0;0;0;F;20;A;D;D;D;B;D;A;A;D;C;G;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;2;40;15;10;F;20;A;D;D;D;B;D;A;A;D;D;G;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;9.5;0;0;0;F;20;A;D;D;D;B;D;A;A;D;D;G;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;20.4;0;0;0;F;20;A;D;D;D;B;E;A;A;D;D;G;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;2;10;0;0;F;20;B;D;D;D;B;E;A;A;D;D;H;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;22.5;0;0;0;F;20;B;D;D;D;B;E;A;A;D;D;H;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;25;0;0;60;F;20;B;D;D;D;B;E;A;A;D;D;H;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;30.8;10;10;0;F;20;B;D;D;D;B;E;A;A;E;D;H;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;9.5;0;0;0;F;20;B;D;D;D;B;E;A;A;E;D;H;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;15;0;50;0;F;20;B;D;D;D;B;E;A;A;E;D;H;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;23.2;0;0;0;F;20;B;D;D;D;C;E;A;A;E;D;H;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;17.6;0;20;0;F;20;B;D;D;E;C;E;A;A;E;E;H;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;16;10;0;25;F;20;B;D;D;E;C;E;A;A;E;E;H;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;21.6;0;0;0;F;20;B;D;D;E;C;E;A;A;E;E;H;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;15;45;0;0;F;20;C;D;D;E;D;E;A;A;E;E;H;F
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;7.2;0;0;0;F;20;C;D;E;E;D;E;A;A;E;E;H;G
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;33.8;0;0;0;F;20;C;F;E;E;D;E;A;A;E;E;H;G
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;17;0;40;0;F;20;E;F;E;F;D;E;G;A;F;E;H;I
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;20.4;0;0;0;F;20;E;F;E;F;E;E;H;A;F;E;H;I
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;4.4;10;10;30;F;20;;;;;;;;;;;;
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;8.6;10;0;10;F;20;;;;;;;;;;;;
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;10.8;0;0;0;F;20;;;;;;;;;;;;
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;2.6;30;0;0;F;20;;;;;;;;;;;;
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;14.3;80;20;30;F;20;;;;;;;;;;;;
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;20.4;0;0;0;F;20;;;;;;;;;;;;
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;9.5;0;0;0;F;20;;;;;;;;;;;;
2021;315;3;1;10028;2001;1;2806701;28;2;2021;8.5;18;0;0;15;F;20;;;;;;;;;;;;
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;7.5;0;0;0;F;20;A;A;A;A;A;A;A;A;A;A;A;A
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;7.5;30;0;0;F;20;A;A;A;B;A;A;A;A;A;A;A;A
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;7.5;0;0;0;F;20;A;A;A;B;A;A;A;A;A;A;A;A
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;0;0;5;5;F;20;A;A;A;B;A;A;A;A;A;B;A;A
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;19.6;0;0;25;F;20;A;A;A;B;A;A;A;A;A;B;A;A
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;7.5;0;0;0;F;20;A;A;B;B;A;A;A;A;A;B;A;A
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;7.5;0;0;0;F;20;A;A;B;B;A;A;A;A;A;B;A;A
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;7.5;0;0;0;F;20;A;A;B;B;A;A;A;A;A;B;A;A
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;7.5;0;0;0;F;20;A;A;B;B;A;A;A;A;A;B;A;A
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;7.5;0;20;10;F;20;A;A;B;B;B;A;A;A;A;B;A;A
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;12.1;0;0;0;F;20;A;A;B;B;B;A;A;A;A;B;A;A
2021;317;3;1;10028;4004;1;2806701;28;2;2021;8.6;17.4;40;0;0;F;20;A;A;B;C;B;A;A;A;A;B;A;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.6;10.1;0;0;0;F;20;A;A;A;A;A;A;A;A;A;B;A;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.6;0;0;0;25;F;20;A;A;B;B;A;A;A;A;A;B;B;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.6;7.5;0;0;0;F;20;A;A;B;B;A;A;A;A;A;B;B;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.6;7.5;0;0;0;F;20;A;A;B;B;A;A;A;A;A;B;B;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.6;22.5;5;0;0;F;20;A;A;B;B;A;A;A;A;A;B;D;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.6;22.6;0;5;0;F;20;A;A;B;B;A;A;A;A;A;B;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.6;1;35;40;0;F;20;A;A;B;B;A;A;A;A;A;B;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.6;21;0;0;15;F;20;A;A;B;B;A;A;A;A;A;B;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;22.5;0;0;0;F;20;A;A;B;B;A;A;A;A;A;B;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;22.5;0;0;0;F;20;A;A;B;C;A;A;A;A;A;B;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;22.5;0;0;0;F;20;A;A;B;C;A;A;A;A;A;B;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;10.5;0;0;0;F;20;A;A;B;C;A;A;A;A;A;B;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;27.7;35;0;10;F;20;A;A;B;C;A;A;A;A;A;B;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;10.6;0;0;0;F;20;A;A;B;C;A;A;A;A;A;B;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;22.5;0;0;0;F;20;A;A;C;C;A;A;A;A;A;C;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;16;35;0;0;F;20;A;A;C;D;A;A;A;A;A;C;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;0;0;75;10;F;20;A;B;C;D;A;A;A;A;A;C;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;22.5;0;0;0;F;20;A;B;C;D;A;A;A;A;A;C;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;21.9;0;0;0;F;20;A;B;D;D;A;A;A;A;A;C;E;A
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;22.5;0;0;0;F;20;A;B;D;D;A;A;A;A;A;C;E;C
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;22.5;0;0;0;F;20;A;B;D;D;A;A;A;A;A;C;E;C
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;22.5;0;0;0;F;20;A;B;D;D;A;A;A;A;A;C;E;C
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;2.4;85;35;20;F;20;A;B;D;D;A;A;A;A;A;C;E;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;21.2;0;0;0;F;20;A;B;D;D;A;A;A;A;A;C;E;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;6.6;0;10;0;F;20;A;B;D;D;B;A;A;A;A;C;E;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;22.5;0;0;0;F;20;A;B;D;D;B;A;A;A;B;C;E;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;22.5;0;0;0;F;20;A;B;D;D;B;A;A;A;B;C;E;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;22.4;0;0;0;F;20;A;B;D;D;B;A;A;A;B;C;E;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;2.6;0;35;0;F;20;A;D;D;D;B;A;A;A;B;C;G;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;4.8;90;80;30;F;20;A;D;D;D;B;A;A;A;C;C;G;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;23.5;0;0;0;F;20;A;D;D;D;C;A;A;A;C;C;G;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;16.9;0;30;0;F;20;A;D;D;D;C;B;A;A;C;C;H;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;12.7;50;15;10;F;20;A;D;D;D;C;B;A;A;C;D;H;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;0;0;0;0;F;20;A;D;D;D;C;B;A;A;C;D;H;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;2.6;10;30;25;F;20;A;D;D;E;C;B;A;A;D;D;H;F
2021;318;3;1;10028;5401;1;2806701;28;2;2021;8.7;20.8;0;0;10;F;20;A;D;E;E;C;B;A;A;D;D;H;F
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;10.8;0;0;0;F;20;A;A;B;A;A;A;A;A;A;A;A;A
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;21;20;0;0;F;20;A;A;B;A;A;A;A;A;A;B;A;A
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;10.3;25;0;0;F;20;A;A;B;B;A;A;A;A;A;B;A;A
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;8.4;30;0;0;F;20;A;A;B;B;A;A;A;A;A;B;A;A
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;12.9;0;0;0;F;20;A;A;B;B;A;A;A;A;A;B;B;A
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;30.6;10;0;20;F;20;A;A;B;B;A;A;A;A;A;B;E;A
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;14;35;0;25;F;20;A;A;C;C;B;A;A;A;A;B;E;A
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;12.9;0;0;0;F;20;A;B;C;C;B;A;A;A;A;C;E;A
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;9.5;10;0;25;F;20;A;B;C;D;B;A;A;A;A;C;E;A
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;22;0;15;0;F;20;A;B;D;D;B;A;A;A;A;C;E;A
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;16.5;30;0;20;F;20;A;B;D;D;B;A;A;A;A;C;E;E
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;4.8;35;20;0;F;20;A;B;D;D;B;A;A;A;A;C;E;F
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;5.6;0;20;0;F;20;A;D;D;D;B;A;A;A;C;C;E;F
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;22.4;0;0;0;F;20;A;D;D;D;B;A;A;A;D;C;E;F
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;10.1;20;0;0;F;20;A;D;D;D;B;A;A;A;D;C;E;F
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;3.2;10;25;0;F;20;A;D;D;D;B;A;A;A;D;C;E;F
2021;322;3;1;10028;1501;1;2806701;28;2;2021;8.8;35;0;0;0;F;20;A;D;D;D;B;A;A;A;D;C;G;F
2021;326;3;1;10028;3202;1;2806701;28;2;2021;8.8;19.4;10;15;5;F;20;A;A;A;B;A;A;A;A;A;A;A;A
2021;326;3;1;10028;3202;1;2806701;28;2;2021;8.8;35.2;0;0;0;F;20;A;A;A;B;A;A;A;A;A;B;B;A
2021;326;3;1;10028;3202;1;2806701;28;2;2021;8.8;10.4;30;45;0;F;20;A;A;B;B;A;A;A;A;A;B;D;A
2021;326;3;1;10028;3202;1;2806701;28;2;2021;8.8;19.4;30;0;0;F;20;A;A;B;B;A;A;A;A;A;B;E;A
2021;326;3;1;10028;3202;1;2806701;28;2;2021;8.8;7.5;35;0;0;F;20;A;A;B;C;A;A;A;A;A;B;E;A
2021;326;3;1;10028;3202;1;2806701;28;2;2021;8.8;8.5;0;0;0;F;20;A;B;B;C;A;A;A;A;A;B;E;A
2021;326;3;1;10028;3202;1;2806701;28;2;2021;8.8;11.7;25;40;0;F;20;A;D;C;C;A;A;A;A;A;B;E;A
2021;326;3;1;10028;3202;1;2806701;28;2;2021;8.8;7;0;10;0;F;20;A;D;C;D;A;B;A;A;C;B;E;A
2021;326;3;1;10028;3202;1;2806701;28;2;2021;8.8;12.5;10;0;50;F;20;A;D;C;D;B;B;A;A;C;B;G;A
2021;327;3;1;10028;1602;1;2806701;28;2;2021;8.9;23.2;0;0;0;F;20;A;A;A;A;A;A;A;A;A;A;A;A
2021;327;3;1;10028;1602;1;2806701;28;2;2021;8.9;22.5;0;0;0;F;20;A;A;A;A;A;A;A;A;A;A;A;A
2021;327;3;1;10028;1602;1;2806701;28;2;2021;8.9;9;40;0;0;F;20;A;A;A;A;A;A;A;A;A;A;A;A
2021;327;3;1;10028;1602;1;2806701;28;2;2021;8.9;11.1;0;0;0;F;20;A;A;A;A;A;A;A;A;A;A;A;A
