NU_ANO,CO_CURSO,NU_IDADE
2021,114097,20
2021,97739,20
2021,1205876,20
2021,89380,20
2021,76373,20
2021,1194058,20
2021,112052,20
2021,1286560,20
2021,1150328,20
2021,1170053,20
2021,112052,20
2021,60012,20
2021,111090,20
2021,71514,20
2021,89380,20
2021,70492,20
2021,123526,20
2021,75182,20
2021,1214120,20
2021,103338,20
2021,98892,20
2021,76561,20
2021,49979,20
2021,1266797,20
2021,72377,20
2021,1058390,20
2021,1285545,20
2021,1180799,20
2021,1327343,20
2021,123541,20
2021,1279057,20
2021,67380,20
2021,110172,20
2021,1268566,20
2021,19984,20
2021,1210193,20
2021,76851,20
2021,107619,20
2021,1441079,20
2021,105158,20
2021,69832,20
2021,86782,20
2021,111090,20
2021,97346,20
2021,1258541,20
2021,103257,20
2021,46911,20
2021,7944,20
2021,89380,20
2021,100309,20
2021,5001328,20
2021,1183690,20
2021,89380,20
2021,65740,20
2021,115904,20
2021,1298977,20
2021,5000456,20
2021,100305,20
2021,1513690,20
2021,113025,20
2021,1116091,20
2021,95295,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,1331810,20
2021,87280,20
2021,1442869,20
2021,89380,20
2021,1328954,20
2021,1286800,20
2021,1286800,20
2021,18284,20
2021,114097,20
2021,123539,20
2021,100305,20
2021,87280,20
2021,1140708,20
2021,1298977,20
2021,114178,20
2021,1258528,20
2021,1303431,20
2021,89380,20
2021,65687,20
2021,123545,20
2021,1279605,20
2021,89380,20
2021,71514,20
2021,7142,20
2021,116390,20
2021,103569,20
2021,123549,20
2021,65890,20
2021,65740,20
2021,1156711,20
2021,72065,20
2021,123526,20
2021,1155961,20
2021,1191569,20
2021,1298977,20
2021,76851,20
2021,1286489,20
2021,1149689,20
2021,1160973,20
2021,123549,20
2021,1155933,20
2021,100305,20
2021,1293114,20
2021,1127932,20
2021,1368761,20
2021,7292,20
2021,1132259,20
2021,19823,20
2021,37295,20
2021,1457365,20
2021,75347,20
2021,1183559,20
2021,1386483,20
2021,1150259,20
2021,1119473,20
2021,59272,20
2021,100305,20
2021,99720,20
2021,87280,20
2021,31221,20
2021,19944,20
2021,52007,20
2021,58180,20
2021,5001328,20
2021,1483400,20
2021,1399304,20
2021,66272,20
2021,89380,20
2021,123537,20
2021,75198,20
2021,1131979,20
2021,100305,20
2021,89380,20
2021,21484,20
2021,1364620,20
2021,100305,20
2021,100305,20
2021,1100858,20
2021,74416,20
2021,111090,20
2021,111090,20
2021,87280,20
2021,95123,20
2021,123526,20
2021,1268237,20
2021,19984,20
2021,35172,20
2021,1323837,20
2021,97057,20
2021,1404126,20
2021,72377,20
2021,114178,20
2021,60040,20
2021,1284622,20
2021,84427,20
2021,19204,20
2021,5000448,20
2021,75288,20
2021,1206001,20
2021,100305,20
2021,1484075,20
2021,116110,20
2021,3497,20
2021,1441732,20
2021,111090,20
2021,1186955,20
2021,89380,20
2021,20699,20
2021,123803,20
2021,100305,20
2021,111980,20
2021,5000456,20
2021,105178,20
2021,100309,20
2021,1266797,20
2021,37293,20
2021,1258526,20
2021,102176,20
2021,68419,20
2021,113829,20
2021,6568,20
2021,76507,20
2021,37295,20
2021,100305,20
2021,1268536,20
2021,97780,20
2021,98892,20
2021,89380,20
2021,1180799,20
2021,62458,20
2021,1330218,20
2021,1427695,20
2021,59993,20
2021,91017,20
2021,100305,20
2021,100716,20
2021,87280,20
2021,113025,20
2021,89380,20
2021,1206012,20
2021,65955,20
2021,1441732,20
2021,1177484,20
2021,105644,20
2021,1458241,20
2021,1420173,20
2021,117504,20
2021,1194058,20
2021,113829,20
2021,89380,20
2021,1257521,20
2021,1155961,20
2021,1293114,20
2021,1151691,20
2021,102280,20
2021,5001328,20
2021,1155961,20
2021,87280,20
2021,102176,20
2021,112056,20
2021,89380,20
2021,19534,20
2021,1286800,20
2021,100305,20
2021,1259052,20
2021,37291,20
2021,1292863,20
2021,71002,20
2021,113469,20
2021,1260026,20
2021,1155950,20
2021,1170053,20
2021,106996,20
2021,1300284,20
2021,5841,20
2021,112572,20
2021,96655,20
2021,52139,20
2021,103209,20
2021,80437,20
2021,65890,20
2021,1292751,20
2021,66513,20
2021,1203177,20
2021,102176,20
2021,72331,20
2021,1315315,20
2021,1131979,20
2021,1170053,20
2021,100305,20
2021,95295,20
2021,89380,20
2021,89380,20
2021,18694,20
2021,37295,20
2021,1188850,20
2021,1268023,20
2021,89380,20
2021,20041,20
2021,1119473,20
2021,111884,20
2021,81817,20
2021,55542,20
2021,5000350,20
2021,106678,20
2021,100305,20
2021,1110366,20
2021,58360,20
2021,102869,20
2021,114097,20
2021,123537,20
2021,1119473,20
2021,100305,20
2021,19548,20
2021,100305,20
2021,123545,20
2021,59412,20
2021,1348195,20
2021,1521874,20
2021,123539,20
2021,77098,20
2021,1155933,20
2021,103338,20
2021,1458241,20
2021,50247,20
2021,1313186,20
2021,1268023,20
2021,97986,20
2021,87280,20
2021,1191654,20
2021,89380,20
2021,123526,20
2021,114178,20
2021,123549,20
2021,1155933,20
2021,5001328,20
2021,100305,20
2021,100305,20
2021,46112,20
2021,85343,20
2021,111090,20
2021,1150438,20
2021,1315315,20
2021,89380,20
2021,89380,20
2021,5000454,20
2021,70488,20
2021,1156021,20
2021,75288,20
2021,118782,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,113619,20
2021,1386483,20
2021,98892,20
2021,100305,20
2021,105158,20
2021,1521925,20
2021,1286800,20
2021,5001328,20
2021,100305,20
2021,100305,20
2021,1160932,20
2021,65740,20
2021,89380,20
2021,1001938,20
2021,18277,20
2021,100305,20
2021,100305,20
2021,102280,20
2021,1137926,20
2021,89380,20
2021,89380,20
2021,79377,20
2021,1298977,20
2021,123537,20
2021,65878,20
2021,64900,20
2021,1149624,20
2021,111090,20
2021,1314212,20
2021,87280,20
2021,89380,20
2021,114178,20
2021,59988,20
2021,100305,20
2021,1258848,20
2021,103338,20
2021,1188348,20
2021,89380,20
2021,1121953,20
2021,111270,20
2021,1286800,20
2021,95295,20
2021,305481,20
2021,89380,20
2021,20309,20
2021,1308132,20
2021,95295,20
2021,1265877,20
2021,114178,20
2021,5000456,20
2021,1521879,20
2021,123549,20
2021,1119473,20
2021,5001328,20
2021,100305,20
2021,1445201,20
2021,1292570,20
2021,55542,20
2021,55542,20
2021,97739,20
2021,87280,20
2021,80330,20
2021,1348195,20
2021,1205876,20
2021,89380,20
2021,115882,20
2021,123526,20
2021,10162,20
2021,1300122,20
2021,1419856,20
2021,80542,20
2021,1326482,20
2021,89380,20
2021,89380,20
2021,5000454,20
2021,20525,20
2021,113829,20
2021,76937,20
2021,75203,20
2021,100305,20
2021,100305,20
2021,100305,20
2021,100305,20
2021,18284,20
2021,1177389,20
2021,103338,20
2021,1431918,20
2021,1152201,20
2021,89380,20
2021,1001938,20
2021,102869,20
2021,5000456,20
2021,1156021,20
2021,77098,20
2021,1175920,20
2021,1485428,20
2021,1485428,20
2021,112292,20
2021,1313263,20
2021,1108861,20
2021,99765,20
2021,1121456,20
2021,102176,20
2021,103257,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,114097,20
2021,7304,20
2021,65675,20
2021,18694,20
2021,305838,20
2021,4865,20
2021,4865,20
2021,19830,20
2021,1128939,20
2021,1286528,20
2021,1268023,20
2021,95145,20
2021,1155933,20
2021,1155950,20
2021,97057,20
2021,100305,20
2021,1181231,20
2021,111090,20
2021,87280,20
2021,89476,20
2021,66272,20
2021,89380,20
2021,103338,20
2021,112929,20
2021,58180,20
2021,1177589,20
2021,100305,20
2021,89143,20
2021,111090,20
2021,1374069,20
2021,1194058,20
2021,66272,20
2021,1206201,20
2021,89380,20
2021,19204,20
2021,101428,20
2021,58360,20
2021,1292751,20
2021,57630,20
2021,5485,20
2021,79430,20
2021,87280,20
2021,112052,20
2021,43086,20
2021,1160973,20
2021,1180605,20
2021,5000457,20
2021,1363702,20
2021,1286800,20
2021,58180,20
2021,100305,20
2021,100542,20
2021,70488,20
2021,1315315,20
2021,59993,20
2021,1427577,20
2021,1382607,20
2021,58180,20
2021,111982,20
2021,100305,20
2021,1293114,20
2021,55542,20
2021,55569,20
2021,1268023,20
2021,100305,20
2021,113025,20
2021,1279551,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,1364620,20
2021,100305,20
2021,1149897,20
2021,1156711,20
2021,1268023,20
2021,111090,20
2021,111090,20
2021,123541,20
2021,70488,20
2021,1315315,20
2021,76951,20
2021,76313,20
2021,18271,20
2021,1212462,20
2021,1458241,20
2021,62584,20
2021,116390,20
2021,1279547,20
2021,1303431,20
2021,89380,20
2021,18603,20
2021,5000457,20
2021,1203328,20
2021,18349,20
2021,1429915,20
2021,6993,20
2021,89380,20
2021,1180799,20
2021,1314234,20
2021,1454405,20
2021,98622,20
2021,87148,20
2021,95175,20
2021,89379,20
2021,87280,20
2021,103257,20
2021,1279547,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,95295,20
2021,1177853,20
2021,67380,20
2021,1521925,20
2021,100305,20
2021,1137223,20
2021,75359,20
2021,1466433,20
2021,98892,20
2021,1194058,20
2021,1119473,20
2021,1182977,20
2021,89380,20
2021,113829,20
2021,5000456,20
2021,1268237,20
2021,71514,20
2021,100309,20
2021,1261598,20
2021,37295,20
2021,308589,20
2021,1258528,20
2021,111090,20
2021,1389351,20
2021,1258848,20
2021,69825,20
2021,87280,20
2021,5000141,20
2021,8583,20
2021,114097,20
2021,112292,20
2021,65955,20
2021,58928,20
2021,1417706,20
2021,89380,20
2021,89380,20
2021,1258848,20
2021,18603,20
2021,1342409,20
2021,100305,20
2021,100305,20
2021,107380,20
2021,107383,20
2021,72377,20
2021,105158,20
2021,1279604,20
2021,1144777,20
2021,89380,20
2021,89380,20
2021,122596,20
2021,1260026,20
2021,123541,20
2021,113829,20
2021,123526,20
2021,1180605,20
2021,123539,20
2021,1177465,20
2021,72379,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,85424,20
2021,14831,20
2021,19204,20
2021,63062,20
2021,1140708,20
2021,1348195,20
2021,1058390,20
2021,67380,20
2021,80232,20
2021,69764,20
2021,5001328,20
2021,100305,20
2021,1150486,20
2021,111090,20
2021,114401,20
2021,89380,20
2021,80910,20
2021,1404804,20
2021,64900,20
2021,100305,20
2021,18284,20
2021,1350088,20
2021,21777,20
2021,1142424,20
2021,87280,20
2021,1258848,20
2021,86282,20
2021,123523,20
2021,100305,20
2021,1299627,20
2021,123541,20
2021,1315315,20
2021,123526,20
2021,1521874,20
2021,123539,20
2021,1268237,20
2021,1206001,20
2021,5000457,20
2021,1364620,20
2021,28184,20
2021,1286800,20
2021,1286800,20
2021,1170053,20
2021,100305,20
2021,100305,20
2021,1144777,20
2021,1315315,20
2021,97739,20
2021,19641,20
2021,80542,20
2021,1427316,20
2021,107380,20
2021,103259,20
2021,1315315,20
2021,114178,20
2021,123549,20
2021,103338,20
2021,80232,20
2021,1363508,20
2021,19823,20
2021,100305,20
2021,1207269,20
2021,111090,20
2021,19910,20
2021,87280,20
2021,89380,20
2021,113030,20
2021,1155933,20
2021,60022,20
2021,49979,20
2021,1296649,20
2021,21446,20
2021,1268023,20
2021,1190159,20
2021,111090,20
2021,1315060,20
2021,87280,20
2021,89380,20
2021,1204643,20
2021,1315315,20
2021,20699,20
2021,1286800,20
2021,1382884,20
2021,1110052,20
2021,88728,20
2021,1153960,20
2021,1523189,20
2021,1109043,20
2021,111090,20
2021,1258541,20
2021,1348195,20
2021,58360,20
2021,18603,20
2021,1349140,20
2021,1286800,20
2021,58180,20
2021,1268566,20
2021,55542,20
2021,69212,20
2021,87280,20
2021,1285865,20
2021,103338,20
2021,89380,20
2021,89380,20
2021,1210192,20
2021,102869,20
2021,114097,20
2021,1258528,20
2021,66513,20
2021,18840,20
2021,100305,20
2021,100305,20
2021,1156711,20
2021,97939,20
2021,1167288,20
2021,113025,20
2021,1128377,20
2021,1055334,20
2021,89380,20
2021,89380,20
2021,5000454,20
2021,1155933,20
2021,52007,20
2021,111982,20
2021,5001328,20
2021,96655,20
2021,318468,20
2021,22238,20
2021,123526,20
2021,5000456,20
2021,5000456,20
2021,77098,20
2021,1332666,20
2021,20030,20
2021,85146,20
2021,1349715,20
2021,115013,20
2021,114097,20
2021,1155933,20
2021,1180799,20
2021,71514,20
2021,21105,20
2021,1268545,20
2021,96655,20
2021,104721,20
2021,1298977,20
2021,123545,20
2021,1155933,20
2021,1285215,20
2021,37305,20
2021,47325,20
2021,111982,20
2021,100305,20
2021,114912,20
2021,72377,20
2021,89380,20
2021,113829,20
2021,1268237,20
2021,309728,20
2021,100305,20
2021,102280,20
2021,87280,20
2021,89380,20
2021,115882,20
2021,70492,20
2021,1419631,20
2021,100305,20
2021,1153690,20
2021,37777,20
2021,114178,20
2021,1304818,20
2021,113025,20
2021,113030,20
2021,113829,20
2021,70488,20
2021,1180605,20
2021,38807,20
2021,1363702,20
2021,1119473,20
2021,1199657,20
2021,37305,20
2021,101506,20
2021,1258538,20
2021,100305,20
2021,111090,20
2021,1159447,20
2021,5001459,20
2021,1107664,20
2021,89380,20
2021,1315315,20
2021,114097,20
2021,73368,20
2021,60022,20
2021,90367,20
2021,5001328,20
2021,85760,20
2021,1153690,20
2021,1150328,20
2021,111090,20
2021,1194058,20
2021,1151687,20
2021,103257,20
2021,89380,20
2021,89380,20
2021,120976,20
2021,67643,20
2021,70492,20
2021,1485428,20
2021,34704,20
2021,1286800,20
2021,100305,20
2021,1268023,20
2021,1452641,20
2021,87280,20
2021,1194058,20
2021,1206201,20
2021,70492,20
2021,70492,20
2021,114178,20
2021,75288,20
2021,29331,20
2021,111986,20
2021,97780,20
2021,1177589,20
2021,1166239,20
2021,94994,20
2021,1332952,20
2021,87280,20
2021,87280,20
2021,19234,20
2021,112056,20
2021,1258528,20
2021,89380,20
2021,89380,20
2021,4217,20
2021,123526,20
2021,123539,20
2021,22586,20
2021,5001328,20
2021,1286528,20
2021,111090,20
2021,102176,20
2021,1364322,20
2021,1146775,20
2021,115882,20
2021,106678,20
2021,1134422,20
2021,70492,20
2021,1180799,20
2021,1268023,20
2021,1258528,20
2021,81328,20
2021,73580,20
2021,80542,20
2021,1279604,20
2021,89380,20
2021,66671,20
2021,1292751,20
2021,1168052,20
2021,97780,20
2021,102029,20
2021,1327343,20
2021,1206201,20
2021,103569,20
2021,113030,20
2021,79377,20
2021,20525,20
2021,1308132,20
2021,114178,20
2021,1155933,20
2021,71514,20
2021,76494,20
2021,1299253,20
2021,18603,20
2021,1353083,20
2021,1170053,20
2021,62584,20
2021,102280,20
2021,80810,20
2021,98892,20
2021,87280,20
2021,1485428,20
2021,52007,20
2021,112052,20
2021,1258528,20
2021,89380,20
2021,1186003,20
2021,1168577,20
2021,1304818,20
2021,90367,20
2021,35172,20
2021,19047,20
2021,102280,20
2021,1292695,20
2021,111090,20
2021,102176,20
2021,72377,20
2021,105158,20
2021,1327343,20
2021,1279527,20
2021,89380,20
2021,43086,20
2021,5000456,20
2021,1155933,20
2021,1175920,20
2021,1363702,20
2021,1295073,20
2021,100305,20
2021,1441079,20
2021,1186931,20
2021,117968,20
2021,103338,20
2021,1404376,20
2021,102176,20
2021,1279605,20
2021,89380,20
2021,101428,20
2021,70492,20
2021,1402587,20
2021,1268163,20
2021,417432,20
2021,1293114,20
2021,1365654,20
2021,74340,20
2021,107383,20
2021,1135072,20
2021,89380,20
2021,89380,20
2021,1257521,20
2021,113829,20
2021,65890,20
2021,60040,20
2021,1205876,20
2021,1258538,20
2021,1113972,20
2021,37295,20
2021,100305,20
2021,100305,20
2021,100305,20
2021,1043904,20
2021,1285124,20
2021,98301,20
2021,1153884,20
2021,120771,20
2021,85806,20
2021,111090,20
2021,98892,20
2021,87280,20
2021,87280,20
2021,87280,20
2021,1194058,20
2021,100305,20
2021,113025,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,70488,20
2021,102869,20
2021,18346,20
2021,67380,20
2021,71514,20
2021,57630,20
2021,1143464,20
2021,1382607,20
2021,1286800,20
2021,18233,20
2021,5001328,20
2021,100305,20
2021,100305,20
2021,100305,20
2021,1284614,20
2021,87280,20
2021,1194058,20
2021,1330539,20
2021,89380,20
2021,89380,20
2021,5000454,20
2021,123523,20
2021,1521925,20
2021,100305,20
2021,95295,20
2021,87280,20
2021,1170053,20
2021,102176,20
2021,102176,20
2021,89380,20
2021,97346,20
2021,18603,20
2021,1521925,20
2021,48895,20
2021,18491,20
2021,100305,20
2021,100305,20
2021,15861,20
2021,103038,20
2021,104721,20
2021,87280,20
2021,87280,20
2021,1194058,20
2021,1170053,20
2021,72377,20
2021,72377,20
2021,89380,20
2021,89380,20
2021,66671,20
2021,79377,20
2021,1389351,20
2021,62458,20
2021,60266,20
2021,5000884,20
2021,10462,20
2021,58180,20
2021,5001328,20
2021,100305,20
2021,100305,20
2021,113126,20
2021,1140708,20
2021,1156711,20
2021,1455073,20
2021,1190061,20
2021,1332852,20
2021,98892,20
2021,87280,20
2021,1151555,20
2021,18933,20
2021,1389351,20
2021,58360,20
2021,38863,20
2021,1205876,20
2021,21875,20
2021,1286800,20
2021,100305,20
2021,100305,20
2021,1427694,20
2021,96655,20
2021,111090,20
2021,98892,20
2021,87280,20
2021,89380,20
2021,113090,20
2021,1150328,20
2021,123549,20
2021,1206001,20
2021,53333,20
2021,1214120,20
2021,66597,20
2021,42502,20
2021,100305,20
2021,7190,20
2021,97939,20
2021,96655,20
2021,89476,20
2021,102176,20
2021,89380,20
2021,89380,20
2021,3497,20
2021,1204643,20
2021,1258528,20
2021,123537,20
2021,1155933,20
2021,100309,20
2021,1399169,20
2021,10162,20
2021,1266766,20
2021,1466043,20
2021,1286800,20
2021,1399133,20
2021,100305,20
2021,37291,20
2021,1293114,20
2021,1151692,20
2021,1203561,20
2021,111090,20
2021,98892,20
2021,1261824,20
2021,850,20
2021,72377,20
2021,103257,20
2021,89380,20
2021,1001938,20
2021,1204842,20
2021,69095,20
2021,109893,20
2021,1286800,20
2021,1286800,20
2021,75768,20
2021,5001328,20
2021,111090,20
2021,1330719,20
2021,1315060,20
2021,87280,20
2021,87280,20
2021,112052,20
2021,89380,20
2021,89380,20
2021,43086,20
2021,1150328,20
2021,1304730,20
2021,94758,20
2021,123523,20
2021,1153739,20
2021,107062,20
2021,1113852,20
2021,5001328,20
2021,100305,20
2021,100305,20
2021,70492,20
2021,1178271,20
2021,1513690,20
2021,57422,20
2021,87280,20
2021,87280,20
2021,107383,20
2021,72377,20
2021,105158,20
2021,1330539,20
2021,70492,20
2021,1185526,20
2021,1363702,20
2021,100305,20
2021,100305,20
2021,1382884,20
2021,1293114,20
2021,1258343,20
2021,1134850,20
2021,102176,20
2021,72377,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,1204643,20
2021,1180605,20
2021,1180796,20
2021,103338,20
2021,69832,20
2021,1382607,20
2021,1442114,20
2021,1286800,20
2021,100305,20
2021,100305,20
2021,94994,20
2021,1402587,20
2021,98892,20
2021,19234,20
2021,102176,20
2021,89380,20
2021,89380,20
2021,102280,20
2021,89380,20
2021,69891,20
2021,69095,20
2021,7304,20
2021,77098,20
2021,120769,20
2021,65062,20
2021,51413,20
2021,1299253,20
2021,95115,20
2021,1143464,20
2021,109893,20
2021,37295,20
2021,1349491,20
2021,100305,20
2021,1152586,20
2021,1481775,20
2021,38246,20
2021,1279604,20
2021,1327343,20
2021,57066,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,123545,20
2021,1155933,20
2021,6025,20
2021,310155,20
2021,64900,20
2021,1170053,20
2021,102176,20
2021,1279605,20
2021,89380,20
2021,89380,20
2021,120604,20
2021,45102,20
2021,113829,20
2021,76507,20
2021,48834,20
2021,1266797,20
2021,90414,20
2021,17665,20
2021,1190159,20
2021,1279527,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,103494,20
2021,85424,20
2021,6668,20
2021,1204842,20
2021,70492,20
2021,69095,20
2021,100309,20
2021,111344,20
2021,1333186,20
2021,1181235,20
2021,75203,20
2021,58180,20
2021,1170053,20
2021,100305,20
2021,1420648,20
2021,1156711,20
2021,103338,20
2021,111090,20
2021,100305,20
2021,1330539,20
2021,89380,20
2021,89380,20
2021,123530,20
2021,1156021,20
2021,1180799,20
2021,76373,20
2021,5000421,20
2021,20315,20
2021,112929,20
2021,47325,20
2021,100305,20
2021,100305,20
2021,98301,20
2021,94994,20
2021,1332852,20
2021,102176,20
2021,103338,20
2021,89380,20
2021,89380,20
2021,38863,20
2021,18603,20
2021,37295,20
2021,5001328,20
2021,100305,20
2021,100305,20
2021,94994,20
2021,1190061,20
2021,1258528,20
2021,1190159,20
2021,111090,20
2021,305223,20
2021,6159,20
2021,87280,20
2021,102176,20
2021,79377,20
2021,97346,20
2021,18603,20
2021,1160946,20
2021,1298977,20
2021,1363702,20
2021,1279057,20
2021,1286800,20
2021,5001328,20
2021,92157,20
2021,87280,20
2021,1194058,20
2021,112052,20
2021,1188375,20
2021,1265877,20
2021,70492,20
2021,74564,20
2021,67380,20
2021,65740,20
2021,69764,20
2021,59977,20
2021,1119473,20
2021,1155961,20
2021,98622,20
2021,100305,20
2021,1259134,20
2021,1452646,20
2021,114097,20
2021,19641,20
2021,1442869,20
2021,103257,20
2021,1135069,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,43086,20
2021,5000454,20
2021,1257521,20
2021,47333,20
2021,80232,20
2021,19868,20
2021,8034,20
2021,1350088,20
2021,1150259,20
2021,89474,20
2021,89380,20
2021,89380,20
2021,21484,20
2021,114178,20
2021,1175920,20
2021,94994,20
2021,75203,20
2021,100305,20
2021,106996,20
2021,5000695,20
2021,1292570,20
2021,102280,20
2021,305481,20
2021,1268023,20
2021,45988,20
2021,111090,20
2021,1330539,20
2021,24498,20
2021,1481976,20
2021,89380,20
2021,89380,20
2021,122596,20
2021,1458085,20
2021,1131979,20
2021,100305,20
2021,96655,20
2021,1263050,20
2021,102280,20
2021,1261824,20
2021,1363508,20
2021,1119473,20
2021,89380,20
2021,89380,20
2021,102869,20
2021,114178,20
2021,123549,20
2021,1363702,20
2021,1205876,20
2021,1076195,20
2021,21489,20
2021,1140708,20
2021,1350088,20
2021,1292570,20
2021,94994,20
2021,102176,20
2021,72377,20
2021,1376259,20
2021,90703,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,1204643,20
2021,1204842,20
2021,123537,20
2021,123537,20
2021,71514,20
2021,1131979,20
2021,1121953,20
2021,1086317,20
2021,5838,20
2021,122124,20
2021,100305,20
2021,1333652,20
2021,89380,20
2021,1001938,20
2021,102869,20
2021,1155933,20
2021,71514,20
2021,18694,20
2021,1333079,20
2021,65955,20
2021,8034,20
2021,65565,20
2021,1279057,20
2021,74649,20
2021,1170053,20
2021,5001328,20
2021,1388165,20
2021,1268536,20
2021,70492,20
2021,102869,20
2021,1292570,20
2021,75347,20
2021,100305,20
2021,87280,20
2021,1348195,20
2021,89380,20
2021,89380,20
2021,1125851,20
2021,91769,20
2021,1134422,20
2021,1350703,20
2021,1268237,20
2021,103338,20
2021,1386483,20
2021,1258538,20
2021,75203,20
2021,88778,20
2021,37777,20
2021,103038,20
2021,1261824,20
2021,87280,20
2021,1135069,20
2021,89380,20
2021,1134422,20
2021,114097,20
2021,7304,20
2021,103338,20
2021,103209,20
2021,1368761,20
2021,1485428,20
2021,102728,20
2021,1178769,20
2021,75203,20
2021,1404804,20
2021,88778,20
2021,1322423,20
2021,34749,20
2021,56158,20
2021,5000008,20
2021,1194058,20
2021,97315,20
2021,1258538,20
2021,105158,20
2021,1279605,20
2021,113829,20
2021,89380,20
2021,1304818,20
2021,8585,20
2021,123539,20
2021,62458,20
2021,61592,20
2021,59988,20
2021,52007,20
2021,101300,20
2021,100305,20
2021,96655,20
2021,1086317,20
2021,25864,20
2021,102280,20
2021,116390,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,113469,20
2021,76313,20
2021,52007,20
2021,1266797,20
2021,1116091,20
2021,100305,20
2021,100305,20
2021,1313944,20
2021,103338,20
2021,1382773,20
2021,87280,20
2021,87280,20
2021,87280,20
2021,1279604,20
2021,1260543,20
2021,66513,20
2021,1119473,20
2021,1321318,20
2021,5000884,20
2021,1427577,20
2021,100305,20
2021,1258528,20
2021,1258528,20
2021,87280,20
2021,83938,20
2021,1279605,20
2021,1330539,20
2021,1258528,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,32799,20
2021,1180799,20
2021,1259867,20
2021,15402,20
2021,1427749,20
2021,1258538,20
2021,118782,20
2021,58180,20
2021,5000011,20
2021,100305,20
2021,100305,20
2021,1342612,20
2021,87280,20
2021,102176,20
2021,1330710,20
2021,1364323,20
2021,72627,20
2021,103257,20
2021,89380,20
2021,1149897,20
2021,121131,20
2021,102869,20
2021,65675,20
2021,76494,20
2021,51413,20
2021,74649,20
2021,58180,20
2021,100305,20
2021,100305,20
2021,1268023,20
2021,80542,20
2021,87280,20
2021,87280,20
2021,1399304,20
2021,1188348,20
2021,89380,20
2021,89380,20
2021,109890,20
2021,58360,20
2021,71514,20
2021,59993,20
2021,1364620,20
2021,57630,20
2021,49586,20
2021,65878,20
2021,1323838,20
2021,100742,20
2021,1452642,20
2021,87280,20
2021,87280,20
2021,8262,20
2021,1152201,20
2021,89380,20
2021,89380,20
2021,21484,20
2021,3492,20
2021,123541,20
2021,123523,20
2021,1193782,20
2021,1190047,20
2021,112984,20
2021,1258538,20
2021,302007,20
2021,106996,20
2021,1268566,20
2021,79430,20
2021,81328,20
2021,87280,20
2021,1260313,20
2021,1151555,20
2021,103259,20
2021,89380,20
2021,114097,20
2021,1180605,20
2021,69764,20
2021,65062,20
2021,59991,20
2021,66597,20
2021,107619,20
2021,5001328,20
2021,100305,20
2021,1403882,20
2021,95295,20
2021,79669,20
2021,1155961,20
2021,89380,20
2021,89380,20
2021,79377,20
2021,1180605,20
2021,1180796,20
2021,18694,20
2021,1466676,20
2021,52007,20
2021,1454405,20
2021,1420136,20
2021,18284,20
2021,1192608,20
2021,111090,20
2021,111090,20
2021,100305,20
2021,107380,20
2021,107383,20
2021,72377,20
2021,112052,20
2021,4729,20
2021,89380,20
2021,89380,20
2021,5000454,20
2021,1140708,20
2021,114178,20
2021,114178,20
2021,20699,20
2021,21105,20
2021,1268163,20
2021,1286800,20
2021,21777,20
2021,19607,20
2021,89379,20
2021,1268023,20
2021,1261824,20
2021,89380,20
2021,89380,20
2021,1430245,20
2021,58360,20
2021,1155933,20
2021,1454405,20
2021,1258538,20
2021,1258541,20
2021,97239,20
2021,1474142,20
2021,18277,20
2021,1191569,20
2021,1382884,20
2021,1209155,20
2021,72065,20
2021,79430,20
2021,1286528,20
2021,1315060,20
2021,87280,20
2021,8262,20
2021,102176,20
2021,112056,20
2021,1152201,20
2021,89380,20
2021,89380,20
2021,113829,20
2021,123537,20
2021,1258851,20
2021,51413,20
2021,96938,20
2021,1186931,20
2021,115664,20
2021,1304818,20
2021,1364323,20
2021,89380,20
2021,89380,20
2021,89380,20
2021,4217,20
2021,76554,20
2021,1258848,20
2021,1258024,20
2021,1321594,20
2021,1119473,20
2021,37305,20
2021,1268176,20
2021,18277,20
2021,1286800,20
2021,310155,20
2021,18233,20
2021,5001328,20
2021,100305,20
2021,100305,20
2021,96655,20
2021,95295,20
2021,1190159,20
2021,87280,20
2021,1521874,20
2021,53788,20
2021,89380,20
2021,42502,20
2021,89380,20
2021,1304730,20
2021,1156021,20
2021,19521,20
2021,1487435,20
2021,100309,20
2021,82170,20
2021,65955,20
2021,5001328,20
2021,100305,20
2021,1269976,20
2021,1285865,20
2021,1332852,20
2021,1363702,20
2021,87280,20
